"orden_revision";"prioridad";"estado_revision";"decision_manual";"notas_revisor";"bdns_id";"titulo";"grupo_revision";"comprobacion_recomendada";"fecha_cierre";"fecha_apertura";"url";"motivo_automatico";"origen"
"223";"media";"pendiente";"";"";"920789";"PREMIO MUJER EMPRESARIA 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.benalmadena.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_HOME";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"224";"media";"pendiente";"";"";"923054";"Premios estatales de Investigación Tomás y Valiente de la Facultad de Derecho de la Universitat de València a los mejores trabajos de investigación 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://go.uv.es/Q030eUx";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"225";"media";"pendiente";"";"";"923289";"Premios Nacionales de Medioambiente y de Energía 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.miteco.gob.es/portal/site/seMITECO";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"226";"media";"pendiente";"";"";"844627";"Primera convocatoria para la concesión directa de ayudas a proyectos españoles por su participación en el esquema «Subasta como Servicio» del Banco Europeo del Hidrógeno seleccionados por la Agencia Ejecutiva Europea (CINEA) dentro del PRTR.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.idae.gob.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"227";"media";"pendiente";"";"";"908665";"Resolución 22/05/2026 DG de Economía Circular y Agenda 2030 por la que se procede a la concesión y libramiento de la subvención nominativa prevista en la Ley 5/2025, de 19 de diciembre, de Presupuestos Generales de la Junta de Comunidades de Castilla-La M";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"www.jccm.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"228";"media";"pendiente";"";"";"908554";"Resolución 22/05/2026 DG de Economía Circular y Agenda 2030 por la que se procede a la concesión y libramiento de la subvención nominativa prevista en la Ley 5/2025, de 19 de diciembre, de Presupuestos Generales de la Junta de Comunidades de Castilla-La M";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"www.jccm.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"229";"media";"pendiente";"";"";"912061";"Resolución de 10 de junio de 2026 de la Consejería de Movilidad, Medio Ambiente y Gestión de Emergencias por la que se convocan subvenciones para el impulso de la economía circular en las empresas";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/912061";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"230";"media";"pendiente";"";"";"906355";"Resolución de 14 de mayo de 2026 de la Agencia de Ciencia, Competitividad Empresarial e Innovación Asturiana, por la que aprueba la convocatoria del Programa Jovellanos Doctores Industriales para empresas y desarrollo de actividades de I+D+i para 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"http://www.idepa.es/registro";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"231";"media";"pendiente";"";"";"887835";"Resolución de 16 de febrero de 2026 Consejería de Ciencia, Industria y Empleo, de convocatoria de subvenciones a las asociaciones de comerciantes del Principado de Asturias: proyectos de promoción comercial y apoyo a la digitalización del pequeño comercio";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/887835";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"232";"media";"pendiente";"";"";"893994";"Resolución de 18 de marzo de 2026 de SEPIDES EPE por la que se efectúa la convocatoria de concesión de ayudas a proyectos de producción de baterías y pilas de combustible de hidrógeno del vehículo eléctrico en el marco del PRTR en el año 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/893994";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"233";"media";"pendiente";"";"";"832234";"Resolución de 2 de mayo de 2025, de la Secretaría General de Industria y Minas, por la que se convocan los incentivos de transición justa en la provincia de Almería para el proyecto tractor «Ecosistema industrial del hidrógeno verde en Almería»";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/832234";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"234";"media";"pendiente";"";"";"832233";"Resolución de 2 de mayo de 2025, de la Secretaría General de Industria y Minas, por la que se convocan los incentivos de transición justa en la provincia de Almería para el proyecto tractor «Ecosistema industrial del hidrógeno verde en Almería»";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/832233";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"235";"media";"pendiente";"";"";"920980";"Resolución de 22 de julio de 2026 de la Consejería de Medio Rural y Política Agraria por la que se aprueba convocatoria plurianual de subvenciones a inversiones en productos agroalimentarios e inversiones en tecnologías forestales";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920980";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"236";"media";"pendiente";"";"";"922120";"Resolución de 28 de julio 2026 De la consejería de Medio Rural y Política Agraria aprueba la convocatoria de subvenciones para el desarrollo de zonas forestales a empresas privadas y particulares, correspondiente al 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922120";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"237";"media";"pendiente";"";"";"923538";"Resolución de 29/07/2026 de la Agencia de Ciencia, Competitividad Empresarial e Innovación que aprueba convocatoria de ayudas a inversiones de impulso a grandes empresas (proyectos tractores) para la diversificación económica, cofinanciables por el FTJ.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"http://www.idepa.es/registro";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"238";"media";"pendiente";"";"";"903225";"Resolución de 30 de abril de 2026, de la Consejería de Ciencia, Industria y Empleo, por la que se aprueba la convocatoria de subvenciones para la modernización del comercio rural del Principado de Asturias.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/903225";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"239";"media";"pendiente";"";"";"919408";"Resolución de Alcaldía de fecha 25 de mayo de 2026 por la que se asigna la subvención directa a la ASOCIACION DE LA PEQUEÑA Y MEDIANA EMPRESA DE BREÑA ALTA (PYMESBALTA) para el funcionamiento y el desarrollo de la actividad comercial en el municipio.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://brenaalta.sedelectronica.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"240";"media";"pendiente";"";"";"907458";"Resolución de Alcaldía nº 2026/00002138 de 18/05/2026 por la que se aprueba la convocatoria para la concesión de subvenciones por procedimiento de concurrencia no competitiva en materia de Digitalización Empresarial.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/907458";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"241";"media";"pendiente";"";"";"918396";"Resolución de la Consejería de Derechos Sociales y Bienestar por la que se autoriza y dispone el gasto y se concede subvención a la Cámara Oficial de Comercio, Industria y Navegación de Avilespara la realización del Proyecto CECOEC 2026: Laboratorio para";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/918396";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"242";"media";"pendiente";"";"";"918395";"Resolución de la Consejería de Derechos Sociales y Bienestar por la que se autoriza y dispone el gasto y se concede subvención a la Cámara Oficial de Comercio, Industria y Navegación de Gijón para la realización del Proyecto CECOEC 2026: Laboratorio para";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/918395";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"243";"media";"pendiente";"";"";"918394";"Resolución de la Consejería de Derechos Sociales y Bienestar por la que se autoriza y dispone el gasto y se concede subvención a la Cámara Oficial de Comercio, Industria y Navegación de Oviedo para la realización del Proyecto CECOEC 2026: Laboratorio para";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/918394";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"244";"media";"pendiente";"";"";"892138";"Resolución de la Consejería de Economía, Empresas y Empleo por la que se acuerda la concesión directa de una subvención a favor de la ""Asociación Ruta del Vino de Almansa"".";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/892138";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"245";"media";"pendiente";"";"";"892140";"Resolución de la Consejería de Economía, Empresas y Empleo por la que se acuerda la concesión directa de una subvención a favor de la ""Asociación Ruta del Vino de La Mancha"".";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/892140";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"246";"media";"pendiente";"";"";"892143";"Resolución de la Consejería de Economía, Empresas y Empleo por la que se acuerda la concesión directa de una subvención a favor de la ""Asociación Ruta del Vino de La Manchuela"".";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/892143";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"247";"media";"pendiente";"";"";"892152";"Resolución de la Consejería de Economía, Empresas y Empleo por la que se acuerda la concesión directa de una subvención a favor de la ""Asociación Ruta del Vino de Valdepeñas"".";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/892152";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"248";"media";"pendiente";"";"";"892172";"Resolución de la Consejería de Economía, Empresas y Empleo por la que se acuerda la concesión directa de una subvención a favor de la ""Asociación Ruta del Vino Méntrida-Toledo"".";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/892172";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"249";"media";"pendiente";"";"";"892154";"Resolución de la Consejería de Economía, Empresas y Empleo por la que se acuerda la concesión directa de una subvención a favor de la ""Los Caminos del Azafrán de La Mancha"".";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/892154";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"250";"media";"pendiente";"";"";"850456";"Resolución de la D.G. de FPE, por la que se convoca para el año 2025 subvenciones públicas regladas, en régimen de c. competitiva, destinadas a la oferta formativa de FPE en el sector HIDRÓGENO VERDE Linea 1, desempleadas en Cádiz y Huelva";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/850456";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"251";"media";"pendiente";"";"";"850460";"Resolución de la D.G. de FPE, por la que se convoca para el año 2025 subvenciones públicas regladas, en régimen de c. competitiva, destinadas a la oferta formativa de FPE en el sector HIDRÓGENO VERDE Linea 2, desempleadas en Cádiz y Huelva";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/850460";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"252";"media";"pendiente";"";"";"923154";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO PARA LA CONTRATACIÓN DE PERSONAL (CONTRATO PREDOCTORAL) PARA LA REALIZACIÓN DE PROYECTOS DE INVESTIGACIÓN CIENTÍFICA Y Y TÉCNICA CON CARGO A FONDOS DE INVESTIGACIÓN (JULIO EXTRA 8)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"253";"media";"pendiente";"";"";"923012";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO PARA LA CONTRATACIÓN DE PERSONAL INVESTIGADOR Y TÉCNICO DE APOYO, SEGÚN ARTÍCULO 23.bis DE LA LEY 14/2011 DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN (Convocatoria Julio Extra 3)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"254";"media";"pendiente";"";"";"919994";"Resolución de la Vicerrectora de Investigación de la Universidad de Oviedo para la contratación de personal investigador y técnico de apoyo, según artículo 23.bis de la Ley 14/2011 de la Ciencia, la Tecnología y la Innovación. Junio extra 3-2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"Contratos proyectos I+D - Universidad de Oviedo - uniovi.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"255";"media";"pendiente";"";"";"923002";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO, PARA LA CONTRATACIÓN DE PERSONAL INVESTIGADOR Y PERSONAL TÉCNICO DE APOYO, SEGÚN ARTÍCULO 23.bis DE LA LEY 14/2011 DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN (Junio Extra 4)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"256";"media";"pendiente";"";"";"919255";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO, PARA LA CONTRATACIÓN DE PERSONAL INVESTIGADOR Y PERSONAL TÉCNICO DE APOYO, SEGÚN ARTICULO 23.bis DE LA LEY 14/2011 DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN (Mayo Extra 2)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"257";"media";"pendiente";"";"";"920178";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO, PARA LA CONTRATACIÓN DE PERSONAL INVESTIGADOR Y TÉCNICO DE APOYO, SEGÚN ARTÍCULO 23.bis DE LA LEY 14/2011 DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN (JULIO EXTRA 6)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"258";"media";"pendiente";"";"";"921200";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO, PARA LA CONTRATACIÓN DE PERSONAL INVESTIGADOR Y TÉCNICO DE APOYO, SEGÚN ARTÍCULO 23.bis DE LA LEY 14/2011 DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN (JUNIO EXTRA 8-2026)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"259";"media";"pendiente";"";"";"919445";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO,PARA LA CONTRATACIÓN DE PERSONAL INVESTIGADOR Y TÉCNICO DE APOYO SEGÚN ARTÍCULO 23.bis DE LA LEY 14/2011 DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN (Mayo Extra 7 2026)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"260";"media";"pendiente";"";"";"921830";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO,PARA LA CONTRATACIÓN DE PERSONAL INVESTIGADOR Y TÉCNICO DE APOYO, SEGÚN ARTÍCULO 23.bis DE LA LEY 14/2011 DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN (JULIO EXTRA 5 2026)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"261";"media";"pendiente";"";"";"920795";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO,PARA LA CONTRATACIÓN DE PERSONAL INVESTIGADOR Y TÉCNICO DE APOYO, SEGÚN ARTÍCULO 23.bis DE LA LEY 14/2011 DE LA CIENCIA, LA TECNOLOGÍA Y LA INNOVACIÓN( JULIO EXTRA 7)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"262";"media";"pendiente";"";"";"919407";"RESOLUCIÓN DE LA VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD PARA LA CONTRATACIÓN DE PERSONAL INVESTIGADOR Y PERSONAL TÉCNICO DE APOYO, SEGÚN ARTÍCULO 23.bis de la Ley 14/2011 de la Ciencia, la Tecnología y la Innovación (JUNIO EXTRA2)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"263";"media";"pendiente";"";"";"922004";"Resolución de Presidencia 2026/5484 de 24 de julio, de Concesión de subvención a la Cámara Oficial de Comercio, Industria, Servicios y Navegación de Málaga para el proyecto ""Desarrollo de la actividad agraria y rentabilización de las explotaciones"" 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.malaga.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"264";"media";"pendiente";"";"";"904154";"RESOLUCIÓN DEL DIRECTOR GENERAL DEL INSTITUTO DE LAS INDUSTRIAS CULTURALES Y LAS ARTES DE LA REGIÓN DE MURCIA, POR LA QUE SE CONVOCAN AYUDAS A LAS SALAS DE CONCIERTOS DE MÚSICA EN VIVO DE LA REGIÓN DE MURCIA, EN SU EDICIÓN DE 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.carm.es/web/pagina?IDCONTENIDO=1827&IDTIPO=240&RASTRO=c$m40288";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"265";"media";"pendiente";"";"";"918793";"RESOLUCIÓN DEL DIRECTOR GENERAL DEL INSTITUTO DE LAS INDUSTRIAS CULTURALES Y LAS ARTES DE LA REGIÓN DE MURCIA, POR LA QUE SE CONVOCAN AYUDAS ECONÓMICAS, EN RÉGIMEN DE CONCURRENCIA COMPETITIVA, DESTINADAS AL DESARROLLO DE PROYECTOS DE ARTE Y EDUCACIÓN";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.carm.es/web/pagina?IDCONTENIDO=4687&IDTIPO=240&RASTRO=c$m40288";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"266";"media";"pendiente";"";"";"918761";"RESOLUCIÓN DEL DIRECTOR GENERAL DEL INSTITUTO DE LAS INDUSTRIAS CULTURALES Y LAS ARTES DE LA REGIÓN DE MURCIA, POR LA QUE SE CONVOCAN AYUDAS ECONÓMICAS, EN RÉGIMEN DE CONCURRENCIA COMPETITIVA, DESTINADAS AL FOMENTO DE LA ACTIVIDAD CULTURAL EN ÁREAS RURALE";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.carm.es/web/pagina?IDCONTENIDO=4682&IDTIPO=240&RASTRO=c$m40288";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"267";"media";"pendiente";"";"";"902951";"Resolución SOD/EC/20/26, de 30 de abril de 2026, por la que se aprueba la convocatoria para el año 2026 de las subvenciones del programa de fomento de la economía circular, promovido por SODERCAN, S.A.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://ayudas.sodercan.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"268";"media";"pendiente";"";"";"907454";"Resolución SOD/GP/24/26, de 19 de mayo de 2026, por la que se convoca para el año 2026 la línea de subvenciones a grandes proyectos de mejora de la competitividad industrial en empresas de Cantabria promovidas por SODERCAN, S.A.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://ayudas.sodercan.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"269";"media";"pendiente";"";"";"922298";"RESOLUCIÓN VICERRECTORA DE INVESTIGACIÓN DE LA UNIVERSIDAD DE OVIEDO PARA LA CONTRATACIÓN DE PERSONAL, CON CARÁCTER TEMPORAL (PREDOCTORAL) PARA REALIZACIÓN PROYECTOS DE INVESTIGACIÓN CIENTÍFICA Y TÉCNICA CON CARGO A FONDOS DE INVESTIGACIÓN (JULIO 2026)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es/conocenos/rrhh/convocatorias/investigacion";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"270";"media";"pendiente";"";"";"923623";"Resolución Vicerrectora de Investigación de la Universidad de Oviedo por la que se establece convocatoria ayuda para contrato predoctoral asociada al proyecto PID2023-149335NB-I00, Plan Estatal de Investigación Científica, Técnica y Innovación 2021-2023";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.uniovi.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"271";"media";"pendiente";"";"";"894205";"Segunda convocatoria para la concesión directa de ayudas a Proyectos Españoles por su participación en el esquema “Subasta como Servicio” del Banco Europeo del Hidrógeno seleccionados por la Agencia Ejecutiva Europea (CINEA) dentro del PRTR.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.idae.gob.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"272";"media";"pendiente";"";"";"921736";"SN a la Comunidad energética Local CEL Salto del Calderón financiación de los gastos corrientes derivados de la organización y celebración del Proyecto de eficiencia energética 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.dip-caceres.es/carpetaCiudadano/Init.do";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"273";"media";"pendiente";"";"";"915694";"Subvención a Cámara Oficial de comercio, industria y navegación de Alicante para el desarrollo del proyecto Jóvenes para la industria de la provincia de Alicante";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/915694";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"274";"media";"pendiente";"";"";"795692";"Subvención a favor de la Fundació Institut de Recerca en Energia de Catalunya (IREC) para la transición hacia un área metropolitana descarbonizada y políticas públicas de adaptación al cambio climático y al hidrógeno verde, 2024 (Exp. 901483/24)";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/795692";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
